"name","comment","date","rating"
"Luci","First things first, I really loved Matrix till I watched Dark City...the latter changed the way I perceived the common core idea. Fortunately the second Installment manages to build up on ideas teased in the prequel to lend The Matrix franchise a signature style of its own.","08 Mar 2024",5
"B.A.D.","Goofy, but honestly kinda sick","08 Mar 2024",NA
"Hollis 🏳️‍⚧️","i want to see the data on the impact these films had on sunglasses sales","08 Mar 2024",NA
NA,"Open Matte version",NA,NA
NA,"Unfortunately, it didn’t work for me. Except for when it did, and when it did it was breathtaking. I admire its imperfect grasp of what it reaches.",NA,NA
"Meupoderosocinemão","Fui assistir a continuação de Matrix e não e ruim só que decepção e impressionante como esse filme e inferior ao primeiro e como a inclusão de novos personagens que não levam a lugar nenhum e tentando vários outros personagens escantiados. Um dos poucos pontos positivos e o universo que dá uma expandida nesse filme, finalmente nos mostrando Zion a última cidade da humanidade. Outro problema gigantesco nesse filme e o uso excessivo do cgi que no primeiro filme era…","08 Mar 2024",3
"Cartaphilus","Isso aqui é inacreditável. Simplesmente decidiram fazer um filme qualquer de super-herói, em detrimento de tudo aquilo que tornava Matrix um filme fantástico e único. Sério, quem a foda seria maluco de dizer que isso aqui é uma melhora substancial em relação ao primeiro filme? Absolutamente tudo ficou pior. Não há um único sujeito, em plenas faculdades mentais, que não tenha bocejado naquela interminável luta do Neo contra o Smith, alguns até chamariam aquilo de tortura psicológica — uma em…","08 Mar 2024",1
"MalloCass","better than the original in terms of enjoyment from me i was pleasantly surprised","08 Mar 2024",3
"Sam","Idk how I feel","07 Mar 2024",3
"Josh","YouYes me...me me meMe too","07 Mar 2024",4
"Oliver Goddard","A+","07 Mar 2024",2
"Kajetan Frąckowiak","I remember my brother showing me individual scenes from this many many years ago but I never watched the whole thing. Had I watched it then I probably would have hated it. The first act is pretty static. After that, thankfully, it becomes totally batshit.","07 Mar 2024",3
"j5ydenr","Also it’s incredible how well the vfx hold up, and even when they don’t the film has a reasoning baked-in; we’re all just watching lines of code.","07 Mar 2024",3
"Chris Goldsmith","Hugo Weaving has no business being this silly, however I'm glad he is because his unmatched goofiness is easily the best thing this franchise has to offer","10 Mar 2016",3
"Pat_1","This review may contain spoilers. I can handle the truth.","07 Mar 2024",3
"pberger","I actually have some mixed feelings about this movie, I liked the plot but something about the movie overall wasn’t doing it for me. I like the action scenes BUT I must say some of em might’ve been a tad too long. but too each it’s own.","05 Mar 2024",NA
"Benn Smith","RELOADED might be my favorite MATRIX film.","07 Mar 2024",NA
NA,"[there we go, past self, you got it]",NA,NA
NA,"A mix of good ideas, bad ones, and pretentious ones, amazing action sequences, groundbreaking special effects and dated special effects. The plot of getting the Keymaker and breaking into the central mainframe, The Matrix as whole is pretty good. It gets muddled with the philosophical diatribes and overwritten dialogue. The plot of the Keymaker takes 30+ minutes with a massive, intricate chase sequence with amazing practical effects and amazing stunt work, but is followed essentially by a montage where they are discussing the plan and then in acting the plan. This also has a verbose, ludicrous exposition dump that deconstructed the premise of the mythology.",NA,NA
NA,"Cave party rivaling project x while neo rails trinity goes incredibly hard.",NA,NA
NA,"Keanu Reeves and Carrie-Anne Moss have to be the coolest, sexiest couple ever 😍 I haven't seen this for ages and holy crap the freeway sequence is unbelievable, the fight scenes are insane!This doesn't measure up to The Matrix but that's a tall order, still good though",NA,NA
"Dfz_Jordan","toutes les scènes d’action sont légendaires y en a pas une seule qui est nulle","07 Mar 2024",3
"Christian Aquino","Franchise Wednesdays #9 (I know it’s Thursday but I was busy yesterday and couldn’t finish it:( )","07 Mar 2024",4
"XCOM_commander","Why is Trinity's aim so bad? She has TWO(2) machine pistols and can't hit a guy with ONE(1) pistol! Seriously though, I enjoyed this movie. The first one is probably still better even though this one is bigger. I think I prefer the fish out of water feel of the first one.","07 Mar 2024",2
"Jajalimba","Reloading did not help, time to call specialists","07 Mar 2024",4
"cqmr","This review may contain spoilers. I can handle the truth.","08 Mar 2024",5
"armanithoughts","""Tonight let us send a message to this army. Tonight let us shake this cave by simultaneously throwing a rave party and an orgy with thousands of sweaty and dirty people."" Seriously, why is this movie so horny?","07 Mar 2024",3
"Max","<img src='https://lthumb.lisimg.com/5/5.jpg?width=50&sharpen=true' style=""float:left;"" />The Matrix ReloadedRating: 6/10","06 Mar 2024",3
"sophie","the sequel to an amazing movie. I dont care what anybody says, this movie is amazing. Keanu is amazing. The fight scenes are special. The Burly Brawl, the Smith fight, the chase scene. Special. Another movie that will always give me goosebumps.","06 Mar 2024",2
"Macaco","Morpheus with the kitana/glock combo is a level of peak rarely reached. The soundtrack is also amazing for all its glorious cheese.","06 Mar 2024",4
"lupia13","ya moins d'appels téléphoniques donc quand même un peu moins stressant comme film, malgré les stakes de fin du monde.le keymaker c'est mon personnage préféré!!!!!!","06 Mar 2024",3
"Alexio","Si, bueno, la acción es increíblemente increíble. La música es genial, vestuarios, y todo.","06 Mar 2024",NA
"lucytemple123","very cool action but i felt next to nothing throughout the entire runtime","06 Mar 2024",NA
NA,"Leather, music, katanas, guns! This is crack",NA,NA
NA,"Meh",NA,NA
"Tbarr6789","Thankfully with this film they stuck with what worked and brought even more stunning action sequences. While I don't think the story in this was quite as good as the last, it still looks just as good. There were points in this film that felt just like a video game in the best way possible.","06 Mar 2024",4
"qazz__1","Eh pretty solid maybe even a slight improvement on the original.","06 Mar 2024",3
"aisha 🧛🏼‍♀️","i don’t care what yall hoes say this movie is amazing. my fav matrix movie atm. i will not hear anything different. the outfits, vibe, characters, literally everything","06 Mar 2024",5
"Noa","Je savais pas que c'était possible d'avoir autant de flow avec des effets numériques dégueulasse (logique pour l'époque), franchement big respect Néo","06 Mar 2024",4
"Al3xFreeman","100 años de soledad lo hizo primero","29 Feb 2024",4
"Chris Goldsmith","1: Late-night viewing of #TheMatrixReloaded. I always forget how uncomfortable that sex scene is… #alsothedialogueisprettybad[past me, you're wrong on both counts]","20 Jun 2012",4
"ffffacu","2: ""There are levels of survival we are prepared to accept."" #bestline #theArchitect #TheMatrixReloaded","06 Mar 2024",3
"George Carmi","3: The #Matrix trilogy would actually make a good case study for my hypothetical #awfulthings class. [🤷‍♂️]","05 Mar 2024",4
"willadenton","que hermosa cinematográfica, los tonos verdosos, lindo","05 Mar 2024",5
"Emirhan Kılıç","I don't know, man. I want to like this more so badly but I just can't seem to latch onto it the way others seem to. I watched this last night and I wanted to sit with my thoughts a bit before writing a review and giving a rating. The world of The Matrix is so fucking cool but I can't help but feel like there's so much wasted potential. I watch these subsequent sequels and find myself constantly thinking…","01 Jan 2010",5
"kritikapun","i liked this one more than the first one! the part with the bullets man i wanna do that with my computer but scoop the viruses out","06 Mar 2024",5
"El Pendejo Teo","A very cleverly thought out, well written sequel. It explains many things that were missing and wondered in the first movie. It also has some very cool scenes","28 Feb 2024",NA
NA,"the freeway scene action and when neo saved trinity are my roman empires",NA,NA
NA,"For a long time it was my favorite Matrix, but now its very clear that it is still sick as fuck. A movie so built upon the raw emotion of humanity in all of its confusion, lust, fear, and pain. These movies have a setting so dour that it’s ability to keep the story more and more excitingly dazzling to watch is so impressive.",NA,NA
NA,"As a philosophical experiment it sometimes dumps the audience with constantly deepened questions in regard the…",NA,NA
"Christopher McCullah","The freeway scene is one of my all-time favorites, in action, tension, build, and MUSIC! Don Davis rocks the trilogy. He really should have been brought back for Resurrections.","05 Mar 2024",5
"JackPotato77","They on they horny shit.","06 Mar 2024",3
"hannah🐞","this movie is good and also hot!! i said it!!","05 Mar 2024",4
"toby97","Morpheus was having an existential crisis throughout this movie, he was so real for that.","05 Mar 2024",3
"lilychouchoufan","I love fighting scenes but I hate the graphics in this one, it didn’t stand out for me, and I thought Neo and Trinity’s relationship would grow on me but they’re severely homosexual or possibly asexual (ignoring the sex rave and sex scenes) they have no chemistry. I don’t want to hate though, I enjoyed this a lot and I consider this real cinema for its time. It’s not timeless as the first one though or as Speedracer.","06 Mar 2024",3
"jordanconnolly","That being…","06 Mar 2024",3
"Kyle Snacks","I watched two sequel movies that involve the main character being a messiah today","05 Mar 2024",4
"K","Not as good as the OG but it still fucks","05 Mar 2024",2
"rross324","Breakbeat Messiah. I now only watch sci-fi blockbusters that examine Chosen One narratives.","06 Mar 2024",2
"edward","Woah… what a major disappointment! It’s hard to believe this is even made by the same people that created The Matrix… 👎👎","05 Mar 2024",4
"illesst","Sentinels swarm. Smith clones. Neo flies... but perhaps not even a Chosen One gifted with astonishing new powers can stop the advance of the Machines. ; ; Neo, Morpheus, Trinity. They're back for the powerful second chapter of The Matrix trilogy, and exciting new allies join them in the struggle against foes who are cloned, upgraded and closing in on humanity's last enclave. Back, too, are the Wachowski Brothers and producer Joel Silver, expanding their vision with a spectacle that…","05 Mar 2024",4
