"name_data","comment_data","date_data","rating_data","rating"
NA,"Esse é um dos filmes mais patéticos que eu já vi, parece que a Lana Wachowski fez esse filme em forma de vingança pela Warner continuar essa franquia.",NA,NA,NA
NA,"I am...torn on this film.",NA,NA,NA
NA,"Mainly because I get why this film was made but it makes so many references as to why it was made it reduced the impact of its point anyway. But at the same time, I feel the repetitive nature of the point it was making was also part of the point too.",NA,NA,NA
NA,"It was paradoxical, similar to how the original trilogy was between the paradoxical nature of free will and destiny of Neo's journey as…",NA,NA,NA
"Finlay","lana wachowski really out there trying to fuck up her franchise deliberately, and honestly slay. it became obvious after the umpteenth flashback to previous movies that the filmmakers didn't care.","24 Oct 2022","★★★",3
"mdpenguino","neo trans woah","11 Mar 2024","★★★★",4
"agusporronycumb","Como película individual, no funciona. Como secuela, no funciona. En taquilla, no funciona. Para los fans de la saga, no funciona. Para la misma directora, no funciona.","11 Mar 2024","★★",2
"ClancyOConnor","Swarm function is useless.","12 Feb 2024","★★",2
"acid2600","So bad it's good is bad is good","11 Mar 2024","★★★½",3
"Jacob","The Matrix Resurrections is a film transparently sabotaged by Lana Wachowski, who makes no secret of that she is done with the franchise and never wanted to make a fourth film in the first place. Incidentally, it is also leagues ahead of Reloaded and Revolutions, which genuinely did not need to be made. Neither did Resurrections, to be fair, but at least it is self-aware enough of its own redundancy to be thoroughly entertaining.","11 Mar 2024","★★★★",4
"Coreywavle","Favourite moment by far being when Trinity introduces the virgin Neo to her husband, Chad.","11 Mar 2024","★★½",2
"Mattoed","This review may contain spoilers. I can handle the truth.","11 Mar 2024","★★★★",4
"Anthony Gilbert","They missed the whole Matrix plot on this one. The world got smaller and less meaningful compared to the original trilogy.","11 Mar 2024","½",0
"Jay010","The Matrix Resurrections","11 Mar 2024","★",1
"Wartell Hardwell White","It's a mess: it hates it's own existence, the dialogue is all that weird post-Matrix waffle half the time, there are about 500 different interesting ideas which recieve very little development, and Keanu Reeves still can't act. Despite all that I still had a great time though and it's at least the most engaging and interesting of the legacy sequels that have been put out in the last decade or so. The first half definitely holds up…","10 Feb 2024","½",0
"LewkStrife","A truly awful film which muddies the legacy of one of the most iconic films of the 90s/00s.  This feels like a poor parody of the Matrix made in the template of a Marvel movie; unnecessary moments of ‘comedy’, an over-the-top villain and a ‘true love’s kiss’ resolution to the story.","11 Mar 2024","½",0
NA,"The story is bland and shallow, the cinematography lacks any originality and has lost all the charm of the original (they even did away with the green colour grading).…",NA,NA,NA
NA,"Horrendous. I’m so shocked by how much I hated this. The Matrix trilogy should have been the end and this should have never been made. Terrible plot, new characters, script and writing. I never thought I would say this about a Matrix movie but even the action was not good. Some decent cinematography but pretty much nothing else. Feels like a crappy, fan made, remake of the original first film.",NA,NA,NA
NA,"This Is definetely the worst film I've ever watched, and I hope to never see something This awful again, even thinking of It makes me disgusted.",NA,NA,NA
NA,"Solo puedo decir que es una vergüenza de película y no debería existir.Es mala hasta decir basta, una forma de arruinar una trilogía que aunque no era perfecta si estaba muy bien. Recuerdo ir emocionado al cine y llevarme una de las mayores decepciones que me he llevado con una película jamás, llegó un punto en el que me reía por no llorar, me pasaba como con películas tipo Sharknado, es tan mala que te ríes.La vi hace…",NA,NA,NA
"Willow","It was a bit slow, then it was very fast, then it was slow. Which in fairness did give me time to figure out what was going on. Then just as I started getting bored it was fast again.","11 Mar 2024","★★★½",3
"Tim","From then on the pace definitely evened out. The film overall was enjoyable and it was really nice to see 2/3 of the cast of sense8 again! Also enjoyed how badass she was at the end.","11 Mar 2024","★★★★★",5
"Paul","Though the resolution of the…","04 Jan 2023","★★★★",4
"Tom","Enjoyed it more on the rewatch","11 Mar 2024","★★★",3
"Grant Travis","Vraiment vraiment pas si mal","11 Mar 2024","★★½",2
"MrTJ808","I didn’t love this, but I respect it. Lana was clearly told they were making it with or without her. So she comes onboard and uses the film to criticise its very existence. I particularly liked the scene with the Warner Bros executives, discussing what they thought the matrix was / should be. And how stupid they were all portrayed to be. Like imagine giving a film maker millions of dollars, just for them to use it to point out how moronic you are. Lana is forever an Icon.","11 Mar 2024","★★★½",3
"Natejoseph1993","This movie boldly tells its audience to go fuck itself, and that they will like it. “A sequel, maybe more” like it’s a threat. Fair fucks to them.","11 Mar 2024","★★★★",4
"raywu_","This is drawn out and mostly boring. The action sequences are not great.","11 Mar 2024","★½",1
"Joseph Clowes","Yahya Abdul-Mateen II manages to be the coolest mother fucker though. Except as a ball-bearing man.","11 Mar 2024","★★½",2
"Gäbu","Enjoyed it way more than I expected.","11 Mar 2024","★",1
"DukeofMars","It has a cute black cat too!","22 Dec 2021","★★½",2
"Jajalimba","‘After all these years, to be going back to where it all started. Back to The Matrix’.  Agent Smith.","11 Mar 2024","★",1
NA,"I appreciate this film for several reasons.",NA,NA,NA
NA,"1. Keanu Reeves and Carrie Anne Moss are back.",NA,NA,NA
NA,"2. The film is full Meta.",NA,NA,NA
NA,"3. It feels like a different tone compared to the original.",NA,NA,NA
NA,"4. Lana Wachowski put her heart and soul into it and it shows.",NA,NA,NA
NA,"5. It has a modern approach to it.",NA,NA,NA
NA,"I do wish they brought back Hugo…",NA,NA,NA
NA,"Chatgbt film",NA,NA,NA
NA,"Too self aware and sentient for it's own good. Plug me back in.",NA,NA,NA
NA,"D Meta-Ebeni isch nimau sone blödi Idee u zersch bini so gsi: „nice“. Abr es wird so druf umegritte u dr Neo mues nomau lehre ds aues fake isch, ds hetr (u vorauem mir) doch scho vor 20 Jahr glehrt. Si Therapeut isch dr Barney Stinson u er isch e Video Game Entwickler? what? wär het die idee gha? u ner wirdr widr befreit u mir si nachemne stung im vierte Fium genau glych wit wie im erste fium. Dr…",NA,NA,NA
NA,"Un suite déconcertante et audacieuse mais...était elle vraiment nécessaire ? Le film prend à contre-pied les attentes du spectateur en oscillant intelligemment entre critique méta et fan-service , même si ça manque parfois de subtilité..",NA,NA,NA
NA,"Might as well called it: ""The Matrix Remake""",NA,NA,NA
"TheJazzCrabs","I'd rather not acknowledge this","11 Mar 2024","★★½",2
"MisterLumb","Strong Trilogy let down by an uneeded 4th film.","11 Mar 2024","★★",2
"Abi Beavan","They were hoping for another Trilogy. They barely made one decent film.","11 Mar 2024","★",1
"anna7272","I like to pretend it doesn't exist.","11 Mar 2024","★½",1
"JAFW","自暴自棄嘅結晶品橫掂都係 我有個提議搵hannibal buress 做 morpheus","10 Mar 2024","★★★★",4
"Churlie Rurlph","The latest instalment of The Matrix franchise that had plenty of nods to its previous films whilst trying to set up a fresh set of characters and story.","10 Mar 2024","½",0
"Citizensnips129","The visual effects and fight sequences seemed a little lack lustre - It all just felt a little slowed down.  I felt like I was waiting for the story to begin and by the time it had - it was nearing the closure of the film.","10 Mar 2024","★★★½",3
"Hollis 🏳️‍⚧️","I just feel it was a story that didn’t need to be told. The past trilogy felt like such a rounded off ending that this one felt more shoe-horned in.","11 Mar 2024","★½",1
"Tom Boyer","I've never seen a movie as expensive as this still feel like it has a real beating heart to it and a clear love for what is being put on screen. No other film like it for good and bad reasons. Absolutely doesn't work in many ways but emotion powers it through. Was thunderously bored every time they went to Ion and I had to listen to old Jada Pinkett Smith do lore drops but everything around that felt so…","11 Mar 2024","★★★★½",4
"ReginaLind04","The Matrix is one of my favourite films and this pile of tosh made a mockery of it","11 Mar 2024","★★★★½",4
"🍂","The first act is as brilliant as it is soulful. Has me in some reflective trance, days later.","10 Mar 2024",NA,NA
"snailwar","Still as uneven, and profoundly confounding as the first viewing. I respect it more than I enjoy it. Too good to be labeled bad, and a lot to think about. I just don’t know what it adds up to. The “White Rabbit” montage is what I wanted more of. The new Zion, less.","11 Mar 2024",NA,NA
NA,"Noooooo… they took the gay away. Why did they do that. Boring, bland, i enjoyed seeing those freaky life pod thingys again but jesus christ the other shit was just boring blah blah blah.",NA,NA,NA
NA,"THEY HIT HARDER EACH TIME",NA,NA,NA
NA,"the gremlins 2 of our eraI feel like this movie murdered the era of nostalgic reboots and im so proud of it",NA,NA,NA
"mttgrll","we need to bring hope backand seeing people loving this movie brings me hope for a better future for our imaginationand our hearts, out of the gray of a life without soulbonding, decoding and re-coding ourselves into believe that we can rebuilt our hope, forever!!!i believe in fantasy i believe in you i believe in love!!!","11 Mar 2024","★★★★½",4
